id,name,geometry,buildstart,opening,closure,city_id
25621,Qianjiang'er Road,POINT(120.261103450711 30.259517766174),2019,,,369
25620,Xiaoshan Higher Education Park,POINT(120.299345810205 30.2414189278436),2019,,,369
25619,Xiaoshan Science & Technology City,POINT(120.339530231957 30.228314373767),2019,,,369
25624,West Lake Cultural Square,POINT(120.159424440091 30.2831821757247),2019,,,369
25625,Shentangqiao,POINT(120.144784909156 30.280185154499),2019,,,369
25626,Wensan Road,POINT(120.12328370235 30.2790689503885),2019,,,369
25627,Xixi Wetland,POINT(120.06503275926 30.2841626688521),2019,,,369
25628,Alibaba,POINT(120.013421620591 30.281896310108),2019,,,369
25629,Chuangjing Road,POINT(119.99400389799 30.2801033045147),2019,,,369
27043,Shin-Ichinomiya,POINT(136.796899613729 35.30188498),1930,1930,2005,84
24124,Sedgwick,POINT(-75.1852060947365 40.0628345071941),1882,1882,,212
27047,Kaimei,POINT(136.773792485081 35.3193857062134),1914,1914,,84
27045,Nishi-Ichinomiya,POINT(136.792123602257 35.3074966720844),1914,1914,,84
24125,Mount Airy,POINT(-75.1911065417743 40.0653235089895),1875,1875,,212
24126,Wyndmoor,POINT(-75.1971211143052 40.0737274478254),1863,1863,,212
24127,Gravers,POINT(-75.2019311421719 40.0775094518456),1879,1879,,212
24128,Chestnut Hill East,POINT(-75.2074925243945 40.081118978834),1872,1872,,212
24130,Fox Chase,POINT(-75.0834463129696 40.0764089608375),1878,1878,,212
24131,Ryers,POINT(-75.0867533807783 40.0636589191622),1878,1878,,212
24132,Cheltenham,POINT(-75.0925962367975 40.058144757118),1893,1893,,212
24133,Lawndale,POINT(-75.1032072852318 40.0513503284891),1887,1887,,212
24134,Olney,POINT(-75.1225193664859 40.0333885337475),1906,1906,,212
24137,Martorell Central,POINT(1.92540162521547 41.4787483628398),,1859,,14
1205,Richmond,POINT(-0.300502115090655 51.4631964864437),1846,1846,999999,69
2212,Upminster,POINT(0.247111730050205 51.5591111079285),1885,1885,999999,69
24185,Chiryū,POINT(137.045210727882 35.0039923674764),1915,1915,1959,84
24186,Mikawa Chiryū,POINT(137.045289872931 35.0040053336132),1959,1959,,84
2317,"",POINT(-0.047813755991795 51.5261113616799),1837,1839,1840,69
24140,Akaike,POINT(137.018203190136 35.1210283663927),1973,1979,,84
20364,馬鞍山 Ma On Shan,POINT(114.231692351542 22.4248676826438),2001,2004,999999,56
20363,恆安 Heng On,POINT(114.225845422415 22.4178875079627),2001,2004,999999,56
20365,烏溪沙 Wu Kai Sha,POINT(114.243848209921 22.4291668300189),2001,2004,999999,56
24147,Umetsubo,POINT(137.1624143651 35.099989919869),1973,1979,,84
24146,Kami Toyota,POINT(137.154658569461 35.1165791712645),1973,1979,,84
24145,Jōsui,POINT(137.137310830797 35.1213626247184),1973,1979,,84
24144,Miyoshigaoka,POINT(137.111111749806 35.1269727830341),1973,1979,,84
24143,Kurozasa,POINT(137.091452340922 35.1276510953363),1973,1979,,84
24142,Komenoki,POINT(137.066974573173 35.1239190321272),1973,1979,,84
24141,Nisshin,POINT(137.048862739189 35.1184541443949),1973,1979,,84
20343,美孚 Mei Foo,POINT(114.136462355711 22.3388847609908),1998,2003,999999,56
20342,南昌 Nam Cheong,POINT(114.153867201553 22.3266443826125),2000,2003,999999,56
20345,錦上路 Kam Sheung Road,POINT(114.063412870166 22.4348113390584),1998,2003,999999,56
24188,West Brompton,POINT(-0.1960252099 51.4873038420906),1859,1863,,69
1526,South Ealing,POINT(-0.308290779194685 51.5007026823477),1935,1935,999999,69
20351,啟德 Kai Tak,POINT(114.199255555681 22.3302472071565),2013,2020,999999,56
20346,元朗 Yuen Long,POINT(114.035390767112 22.4460635504597),1998,2003,999999,56
20347,朗屏 Long Ping,POINT(114.025461681763 22.4476935392285),1998,2003,999999,56
20348,天水圍 Tin Shui Wai,POINT(114.004361624776 22.4478217265553),1998,2003,999999,56
20349,兆康 Siu Hong,POINT(113.978935924355 22.4118358988337),1998,2003,999999,56
21634,East Tsim Sha Tsui,POINT(114.17448732833 22.2957134512139),1993,2004,2007,56
21663,East Tsim Sha Tsui,POINT(114.174640953308 22.2958141326132),2007,2007,2009,56
2319,Liverpool Street,POINT(-0.081957524502424 51.5179024689162),1873,1875,999999,69
3794,Sengakuji,POINT(139.739848658893 35.6385205449651),1964,1968,999999,114
24195,St. Mary's,POINT(-0.064193666906959 51.5181485469837),1880,1884,1938,69
890,"

Kensington (Olympia)",POINT(-0.210082982842738 51.4978565852294),1863,1863,999999,69
21635,Kwu Tung,POINT(114.10004243858 22.5076246811083),2004,2007,2007,56
24139,Broad Street,POINT(-0.083090502501847 51.5181071449717),1865,1865,1986,69
21665,Kanuma,POINT(139.763060520534 36.5709459304973),1890,1890,999999,114
25631,Yuhang High Speed ​​Railway Station,POINT(120.29124746442 30.3844465204092),2016,2021,,369
21666,Fubasami,POINT(139.727946444778 36.6374317773701),1890,1890,999999,114
1731,公益西桥 Gōngyì Xīqiáo,POINT(116.364660680995 39.8352685920246),2005,2009,999999,15
25632,Xucun,POINT(120.351088427187 30.4128936224963),2016,2021,,369
24197,Melrose Park,POINT(-75.1293827433124 40.0590548477214),1931,1931,,212
21668,Imaichi,POINT(139.687285715259 36.7204663387314),1890,1890,999999,114
25675,Tengzigang,POINT(114.118055294409 30.6341436069759),,2017,,386
24129,Martorell Vila - Castellbisbal,POINT(1.93914967147265 41.4764271350683),,1912,,14
24135,Martorell Central,POINT(1.92518721090019 41.4791869715481),,1859,,14
24136,Martorell Enllaç,POINT(1.91877908440827 41.4838086307702),,1912,,14
24138,Abrera,POINT(1.90681603519843 41.5225581063103),,1922,,14
3781,押上 Oshiage,POINT(139.81320010936 35.710860335655),1956,1960,999999,114
24193,Camden Road,POINT(-0.138794328972479 51.5418723416454),1850,1850,,69
24191,Kensal Rise,POINT(-0.219805800246532 51.5345759381409),,1873,,69
25630,West Railway Station,POINT(119.981710688486 30.3006051629885),2019,,,369
24194,Canonbury,POINT(-0.092125645712016 51.5487605385026),1850,1850,,69
1226,Whitechapel,POINT(-0.060147317785812 51.5197706258678),1876,1876,999999,69
25633,Haining West High-speed Railway Station,POINT(120.38636693637 30.441810158941),2016,2021,,369
21669,Nikkō,POINT(139.622255162487 36.7472692233361),1890,1890,999999,114
21670,Togami,POINT(139.846904439754 36.5375110742345),1890,1890,1902,114
21667,Shimotsuke-Ōsawa,POINT(139.7327506602 36.6856955238861),1929,1929,999999,114
25634,Chang'an,POINT(120.433777407329 30.4373551256031),2016,2021,,369
25635,Chang'an East,POINT(120.455263733131 30.4455903718735),2016,2021,,369
24202,Mikawa Yatsuhashi,POINT(137.077553423146 35.0112101022146),1920,1920,,84
25636,Zhouwangmiao,POINT(120.500635943785 30.4518763779394),2016,2021,,369
24203,Wakabayashi,POINT(137.096318277443 35.0265330934949),1920,1920,,84
25637,Yanguan,POINT(120.536088252189 30.4655058108705),2016,2021,,369
24204,Takemura,POINT(137.114791150098 35.0400681510298),1920,1920,,84
24205,Tsuchihashi,POINT(137.129738575815 35.0582721521932),1920,1920,,84
25638,Tongjiu Highway,POINT(120.583193162939 30.4859785152378),2016,2021,,369
24206,Uwa Goromo,POINT(137.154299648886 35.0717349880808),1920,1920,,84
25639,Xieqiao,POINT(120.612890740256 30.490256315867),2016,2021,,369
24207,Toyotashi,POINT(137.156254801589 35.0871305315031),1920,1920,,84
24208,Umetsubo,POINT(137.162417759924 35.0999419965388),1923,1923,,84
25640,Leather City,POINT(120.6597964264 30.5083536824518),2016,2021,,369
25641,Haichang Road,POINT(120.687774715089 30.5139550141794),2016,2021,,369
24210,Hiratobashi,POINT(137.184627902103 35.1146960843214),1924,1924,,84
25642,Zhejiang University International College,POINT(120.713619451402 30.5149567019887),2016,2021,,369
24211,Sanage,POINT(137.178702636449 35.122150116503),1924,1924,,84
24209,Koshido,POINT(137.18007916331 35.1076600871463),1922,1922,,84
27048,Okuchō,POINT(136.760809998893 35.3244534575337),1914,1914,,84
27049,Tamanoi,POINT(136.759225199657 35.3361656465909),1914,1914,1944,84
27051,Satokomaki,POINT(136.765297035642 35.350289172552),1922,1922,1944,84
27053,Tsushima,POINT(136.730662772028 35.1780807617837),1931,1931,1968,84
27050,Tamanoi,POINT(136.758072380495 35.3350569895105),1951,1951,,84
27052,Kisogawabashi,POINT(136.767838800726 35.3590227376552),1914,1914,1944,84
24212,Arolampi,POINT(24.8188386585265 60.6970123345006),,,,54
21671,Wo Hop Shek,POINT(114.1435544684 22.4826271724848),1949,1949,1983,56
20294,鑽石山 Diamond Hill,POINT(114.201667815136 22.3399970452538),1975,1979,999999,56
20293,黃大仙 Wong Tai Sin,POINT(114.194419496267 22.3416485555),1975,1979,999999,56
20296,九龍灣 Kowloon Bay,POINT(114.214082841212 22.3234731605568),1975,1979,999999,56
25644,Ōtsukō,POINT(140.778044658482 36.8465600880975),,1897,,114
25645,Nakoso,POINT(140.786731505332 36.8840931298505),,1897,,114
20307,太子 Prince Edward,POINT(114.168267470826 22.3244112605587),1976,1982,999999,56
25646,Ueda,POINT(140.79654585207 36.9206229498067),,1897,,114
20306,旺角 Mong Kok,POINT(114.169367467952 22.3191724337824),1985,1985,999999,56
20308,深水埗 Sham Shui Po,POINT(114.162447236414 22.3306030617074),1978,1982,999999,56
20309,長沙灣 Cheung Sha Wan,POINT(114.156177367766 22.3354878124564),1978,1982,999999,56
20310,茘枝角 Lai Chi Kok,POINT(114.147783940139 22.3371216326673),1978,1982,999999,56
24213,Holborn Viaduct,POINT(-0.103998860821676 51.5165774558676),1916,1916,1990,69
25647,Zongguan,POINT(114.220984018142 30.582957240564),2000,2004,,386
24216,Shoreditch,POINT(-0.078695960335267 51.5268953299369),1865,1865,1940,69
25650,Chongren Road,POINT(114.256432736925 30.5764276348806),2000,2004,,386
24218,Homerton,POINT(-0.042199865115236 51.5470481301937),1868,1868,1944,69
25651,Liji North Road,POINT(114.264669094393 30.5798676446423),2000,2004,,386
25652,Youyi Road,POINT(114.273074510911 30.5834072377847),2000,2004,,386
24215,Farringdon,POINT(-0.105020554442774 51.5201772608992),1863,1866,,69
24214,Ludgate Hill,POINT(-0.103644299786538 51.5140356880604),1865,1856,1929,69
25653,Xunlimen,POINT(114.281638171244 30.588010932422),2000,2004,,386
25654,Dazhi Road,POINT(114.289537712316 30.5948696348317),2000,2004,,386
25655,Sanyang Road,POINT(114.296376793055 30.6018912639769),2000,2004,,386
25656,Huangpu Road,POINT(114.302662277434 30.610782176891),2000,2004,,386
25663,Tengzigang,POINT(114.336016680249 30.6768393691925),,2014,,386
25665,Hankou North,POINT(114.323989106286 30.7143352345106),,2014,,386
25648,Taipingyang,POINT(114.235307031931 30.5765420327091),2000,2006,,386
25649,Qiaokou Road,POINT(114.244956608508 30.5740335172427),2000,2004,,386
25664,Shekouxincheng,POINT(114.336874300674 30.6867851734231),,2014,,386
24217,Hackney Central,POINT(-0.056765267133086 51.5470807042746),1980,1980,,69
24220,Caledonian Road & Barnsbury ,POINT(-0.115063084943949 51.5435324655447),,1852,,69
24200,Hospital General,POINT(2.046484540828 41.4762615723309),,1985,,14
24201,Rubí,POINT(2.03164108646018 41.4861863192583),,1918,,14
24199,Mira-Sol,POINT(2.06151978734388 41.4693241277236),,1948,,14
25676,Shekouxincheng,POINT(114.115169538301 30.6514506141594),,2017,,386
25657,Toudao Street,POINT(114.308552889038 30.6202240360741),2005,2010,,386
25658,Erqi Road,POINT(114.313419516849 30.6274718144303),2005,2010,,386
25659,Xuzhouxincun,POINT(114.317520487932 30.6335141334826),2005,2010,,386
25660,Danshuichi,POINT(114.324583918501 30.6457692065878),2005,2010,,386
25661,Xinrong,POINT(114.32905885597 30.6582191131067),2005,2010,,386
25662,Dijiao,POINT(114.332761653201 30.6681678912312),2005,2010,,386
25666,Hanxi 1st Road,POINT(114.213288363716 30.5879970836854),2005,2010,,386
25667,Gutian 4th Road,POINT(114.20602920187 30.5918353691782),2005,2010,,386
25668,Gutian 3rd Road,POINT(114.19913154237 30.5959212404711),2005,2010,,386
25669,Gutian 1st Road,POINT(114.177515438823 30.6069522796991),2005,2010,,386
25670,Duoluokou,POINT(114.16395156197 30.6122579968287),2005,2010,,386
25671,Zhuyehai,POINT(114.158393141741 30.6172846682861),2005,2014,,386
25672,Etouwan,POINT(114.150420574824 30.6208927980181),2005,2010,,386
25673,Wuhuan Boulevard,POINT(114.133170116899 30.6200462499101),2005,2010,,386
24221,Leman St.,POINT(-0.068575854496885 51.5110556761648),1840,1840,1941,69
21672,Argyle,POINT(114.169348757139 22.3192136674252),1975,1979,1985,56
21673,Waterloo,POINT(114.170630200629 22.3130236376256),1975,1979,1985,56
24222,Burdett Road,POINT(-0.030449825751475 51.5185791119761),1871,1871,1940,69
21674,中環 Central,POINT(114.159310979369 22.2815517551209),1985,1985,999999,56
25677,Hankou North,POINT(114.115223630955 30.6614504176728),,2017,,386
24223,Shoeburyness,POINT(0.796421575028745 51.5312085117563),1884,1884,,69
21676,金鐘 Admiralty,POINT(114.16533172206 22.2793206091946),1975,1980,999999,56
25679,Tianhe International Airport,POINT(114.211882834363 30.7732533073495),,2016,,386
24224,Southend Central,POINT(0.711798821212455 51.5373821727475),1856,1856,,69
21677,Argyle,POINT(114.169432175044 22.3192261753369),1982,1982,1985,56
25680,Hangkongzongbu,POINT(114.221766104669 30.7347295891398),,2016,,386
21678,Waterloo,POINT(114.170713199316 22.3130376399817),1982,1982,1985,56
21675,Chater,POINT(114.159345587929 22.2815421235917),1975,1980,1985,56
25681,Songjiagang,POINT(114.231891535467 30.7254990940988),,2016,,386
25682,Julong Boulevard,POINT(114.246637445009 30.7148709511623),,2016,,386
25683,Panlongcheng,POINT(114.255539703161 30.7004811948419),,2016,,386
25684,Hongtu Boulevard,POINT(114.271773926864 30.6738041505906),,2016,,386
21682,北角 North Point,POINT(114.200518300133 22.29038415222),2002,2002,999999,56
20332,鰂魚涌 Quarry Bay,POINT(114.208632187695 22.288143997187),2002,2002,999999,56
21681,North Point,POINT(114.200649106956 22.2904110273524),1998,2001,2002,56
20335,將軍澳 Tseung Kwan O,POINT(114.26004447179 22.3074113672336),1999,2002,999999,56
21680,Quarry Bay,POINT(114.208713531386 22.2881460028126),1986,1989,2002,56
21679,Lai Wan,POINT(114.139139314914 22.3379451983852),1978,1982,1985,56
25685,Changqingcheng,POINT(114.249748833696 30.6612102889541),,2016,,386
25707,St. Albans City,POINT(-0.327516278099665 51.7504500271789),,,,69
25686,Jinyintan,POINT(114.237083514231 30.6539172795744),2009,2012,,386
25687,Changqing Huayuan,POINT(114.239656674233 30.6436303552774),2009,2012,,386
25688,Changgang Road,POINT(114.2454805774 30.6318697327913),2009,2012,,386
25689,Hankou Railway Station,POINT(114.250473562133 30.6195775723607),2009,2012,,386
25690,Fanhu,POINT(114.254637541993 30.6090445294203),2009,2012,,386
25691,Wangjiadun East,POINT(114.257994792737 30.5987145946379),2009,2012,,386
25692,Qingnian Road,POINT(114.259467382063 30.587691008811),2009,2012,,386
25693,Zhongshan Park,POINT(114.267194556482 30.5844695020844),2009,2012,,386
25694,Xunlimen,POINT(114.281680239728 30.5868267549085),2009,2012,,386
25695,Jianghan Road,POINT(114.287306821288 30.5821584039519),2009,2012,,386
25696,Jiyuqiao,POINT(114.303176543053 30.5634964966614),2009,2012,,386
25697,Pangxiejia,POINT(114.311774525517 30.5560358567259),2009,2012,,386
25698,Xiaoguishan,POINT(114.321455164728 30.5571882304207),2009,2012,,386
25699,Hongshan Square,POINT(114.332743540325 30.5504049476886),2009,2012,,386
25700,Zhongnan Road,POINT(114.327862252744 30.5405295127327),2009,2012,,386
25701,Baotong Temple,POINT(114.336633714586 30.5324751627395),2009,2012,,386
25702,Jiedaokou,POINT(114.346549588499 30.5293002671563),2009,2012,,386
25704,Huquan,POINT(114.363472473109 30.5161112049915),2009,2012,,386
25705,Yangjiawan,POINT(114.377010874467 30.5074993563673),2009,2012,,386
25706,Optics Valley Square,POINT(114.393515329342 30.5084075144446),2009,2012,,386
25678,Gutian 2nd Road,POINT(114.191167127152 30.600002648423),2005,2010,,386
25709,Hertford East,POINT(-0.072544546529826 51.7992936880578),1843,1843,,69
25708,Stevenage,POINT(-0.206930000000057 51.9015520543696),1973,1973,,69
27054,Cervera,POINT(1.27473814432966 41.6737330382389),,1860,,14
27055,Tàrrega,POINT(1.13885465135439 41.6503244796878),,1860,,14
27056,Anglesola,POINT(1.07904731709132 41.6463196017034),,1860,,14
27057,Bellpuig,POINT(1.01301068676852 41.6326928673031),,1860,,14
27058,Castellnou de Seana,POINT(0.967755253134698 41.6372675735583),,1860,,14
27059,Golmés,POINT(0.930867652875975 41.6359877542036),,1860,,14
27060,Mollerussa,POINT(0.896920413609081 41.6319553492149),,1860,,14
27061,Bell-lloc d'Urgell,POINT(0.78157287894615 41.6317816503863),,1860,,14
27062,Lleida - Pirineus,POINT(0.63309849156019 41.6210057350891),,1860,,14
27063,Shin-Ichinomiya,POINT(136.796858602666 35.3018650825158),1930,1930,1952,84
27064,Hachimanchō,POINT(136.790742228665 35.3043274922298),1924,1924,1953,84
27065,Ichinomiya Byōinmae,POINT(136.785923973461 35.3050191314507),1924,1924,1953,84
4777,Shinjuku,POINT(139.700661911788 35.6895116201473),1889,1889,999999,114
5199,Tsuga,POINT(140.149214801094 35.6360273996406),1968,1968,999999,114
10367,Kurahashi,POINT(140.7144003579 35.7379934096304),1960,1960,999999,114
21684,金鐘 Admiralty,POINT(114.165315954678 22.279087235099),1980,1985,999999,56
21685,灣仔 Wan Chai,POINT(114.172987418089 22.2775621388341),1980,1985,999999,56
21686,銅鑼灣 Causeway Bay,POINT(114.184018383313 22.2800997547077),1980,1985,999999,56
21687,天后 Tin Hau,POINT(114.192047668766 22.2822217874772),1980,1985,999999,56
21688,炮台山 Fortress Hill,POINT(114.193309381236 22.2876172130162),1980,1985,999999,56
21689,北角 North Point,POINT(114.200414762287 22.2911316515334),1980,1985,999999,56
21690,鰂魚涌 Quarry Bay,POINT(114.20885730547 22.2883627400326),1980,1985,999999,56
21691,太古 Tai Koo,POINT(114.216398729672 22.2845386839088),1980,1985,999999,56
21692,西灣河 Sai Wan Ho,POINT(114.22228637199 22.2816223981599),1980,1985,999999,56
20322,杏花邨 Heng Fa Chuen,POINT(114.239769979825 22.2766257705215),1980,1985,999999,56
20323,柴灣 Chai Wan,POINT(114.237159442588 22.2646473453429),1980,1985,999999,56
21683,中環 Central,POINT(114.157855352185 22.281834529021),1980,1986,999999,56
21693,金鐘 Admiralty,POINT(114.165845978817 22.2781445442485),2011,2016,999999,56
20329,青衣 Tsing Yi,POINT(114.107452265784 22.3583703152031),1994,1998,999999,56
20326,奧運 Olympic,POINT(114.160306290622 22.3176148126091),1994,1998,999999,56
20327,南昌 Nam Cheong,POINT(114.153670984744 22.3262308151157),2000,2003,999999,56
20328,茘景 Lai King,POINT(114.126057352992 22.3482624728839),1994,1998,999999,56
21695,Exhibition Centre,POINT(114.175639376595 22.2816192939563),2015,2022,999999,56
21696,Admiralty,POINT(114.166626292756 22.2789144242471),2015,2022,999999,56
21700,Hung Hom,POINT(114.182204053684 22.3027279521433),2013,2021,999999,56
21701,West Kowloon,POINT(114.16483531486 22.3044979034707),2011,2018,999999,56
25710,Luoxiong Road,POINT(114.409576320013 30.5097159626729),2014,2019,,386
25711,Huazhong Univ. of Sci. & Tech.,POINT(114.418180809403 30.5089232861025),2014,2019,,386
25712,Jiayuan Road,POINT(114.425345493118 30.5024486110178),2014,2019,,386
25713,Wuhandong Railway Station,POINT(114.425935653218 30.4885438092867),2014,2019,,386
25714,Huanglongshan Road,POINT(114.424869439088 30.4801579408987),2014,2019,,386
25715,Jinronggang North,POINT(114.414880572755 30.4645259620165),2014,2019,,386
25716,Xiuhu,POINT(114.415269464728 30.4500275454299),2014,2019,,386
25717,Canglong East Street,POINT(114.424073259678 30.4394870887327),2014,2019,,386
25718,Fozuling,POINT(114.434197367072 30.4410862586681),2014,2019,,386
25719,Wuhan Railway Station,POINT(114.418324072429 30.6094856400442),2009,2013,,386
25720,Yangchunhu,POINT(114.410451307907 30.6076208710837),2009,2013,,386
25721,Gongye 4th Road,POINT(114.400215610826 30.6102512947772),2009,2013,,386
25722,Renhe Road,POINT(114.383558012629 30.6073853972355),2009,2013,,386
25723,Yuanlin Road,POINT(114.372469184246 30.6024173207724),2009,2013,,386
25724,Luojiagang,POINT(114.366010291279 30.5950256320036),2009,2013,,386
25725,Tieji Road,POINT(114.363532359252 30.5861610433991),2009,2013,,386
25726,Yuejiazui,POINT(114.356841980471 30.5801213463829),2009,2013,,386
25728,Dongting,POINT(114.344638726763 30.566455557402),2009,2013,,386
25729,Chuhe Hanjie,POINT(114.336004950883 30.5565454134953),2009,2013,,386
25730,Hongshan Square,POINT(114.332831174588 30.5503295706323),2009,2013,,386
25731,Zhongnan Road,POINT(114.327726178458 30.5405711641911),2009,2013,,386
21699,Ho Man Tin,POINT(114.182688819298 22.3094382968582),2013,2021,999999,56
21698,To Kwa Wan,POINT(114.18758568689 22.316957597493),2013,2021,999999,56
21697,Sung Wong Toi,POINT(114.191263659872 22.3258593466804),2013,2021,999999,56
21694,荃灣西 Tsuen Wan West,POINT(114.109982207185 22.368369926421),1998,2003,999999,56
21702,The Peak,POINT(114.150144335086 22.2711371858441),1885,1888,999999,56
21703,Barker Road,POINT(114.151654809199 22.2710000956814),1885,1888,999999,56
24225,Les Fonts,POINT(2.033620733552 41.5285054476606),,1920,,14
21704,May Road,POINT(114.155951317134 22.2734033285345),1885,1888,999999,56
24226,Terrassa - Rambla,POINT(2.00757284389545 41.5597418888796),,1987,,14
21705,Bowen Road,POINT(114.156868100113 22.274748413682),1885,1888,1985,56
21706,MacDonnell Road,POINT(114.157213113371 22.2752367186279),1885,1888,999999,56
24227,Vallparadís Universitat,POINT(2.01898569493181 41.5633807226582),,2015,,14
21707,Kennedy Road,POINT(114.158179532538 22.2766033778644),1885,1888,999999,56
21708,Garden Road,POINT(114.159205333542 22.2777445289092),1885,1888,999999,56
24229,Terrassa Nacions Unides,POINT(2.01348148001136 41.5801914024324),,2015,,14
24233,Sant Quirze,POINT(2.08876395140859 41.5299698341883),,1922,,14
24234,Can Feu | Gràcia,POINT(2.10097732531801 41.5426313786131),,2016,,14
24235,Sabadell Plaça Major,POINT(2.10867597325171 41.5473544985632),,2016,,14
24236,La Creu Alta,POINT(2.10000629835903 41.5548352616049),,2017,,14
24237,Sabadell Parc del Nord,POINT(2.09010428743596 41.5712305124908),,2017,,14
25732,Meiyuanxiaoqu,POINT(114.32106964774 30.5332140641678),2009,2013,,386
25733,Wuchang Railway Station,POINT(114.311056083246 30.5329725629829),2009,2013,,386
25734,Shouyi Road,POINT(114.303583848966 30.5359623463797),2009,2014,,386
25735,Fuxing Road,POINT(114.295438524772 30.5367775343682),2009,2014,,386
25740,Qilimiao,POINT(114.225984495158 30.5591099158945),2009,2014,,386
25741,Shilipu,POINT(114.214067398387 30.5618160154996),2009,2014,,386
25742,Wangjiawan,POINT(114.204454376532 30.5647821070617),2009,2014,,386
25743,Yulong Road,POINT(114.195445061796 30.5670825611793),2009,2014,,386
25744,Yong'antang,POINT(114.183032006573 30.5687145876694),2009,2014,,386
25745,Mengjiapu,POINT(114.168388459084 30.5674889749922),2009,2014,,386
25746,Huangjinkou,POINT(114.139647880044 30.5663801786048),2009,2014,,386
25747,Xintian,POINT(114.120906255516 30.5545322738881),2015,2019,,386
25748,Jixian,POINT(114.106741221111 30.5524961439714),2015,2019,,386
25749,Zhiyin,POINT(114.084797299962 30.5594234522391),2015,2019,,386
25750,Xinnong,POINT(114.068635099945 30.5629710317941),2015,2019,,386
25751,Fenghuang Road,POINT(114.054481002441 30.5656693671227),2015,2019,,386
25752,Caidian Square,POINT(114.035821177603 30.5753216053703),2015,2019,,386
24228,Terrassa,POINT(2.01425068637747 41.5697732723881),,1856,,14
24238,Manresa,POINT(1.82642328508578 41.7202593870147),,1859,,14
21714,Holland Street,POINT(114.130401230594 22.2843678140817),1903,1904,999999,56
21715,Kennedy Town Praya,POINT(114.130388816529 22.284340971007),1903,1904,999999,56
21716,Queen's Road West,POINT(114.132253224459 22.2864482703909),1903,1904,999999,56
24240,Minories,POINT(-0.074432418350028 51.5107273575627),,,,69
21717,Hill Road,POINT(114.134356160084 22.2870921763962),1903,1904,999999,56
21718,Shek Tong Tsui Terminus,POINT(114.135068412186 22.2871895313819),1903,1904,999999,56
24241,Limehouse,POINT(-0.039620527570861 51.5126282430838),1854,1854,,69
21719,Whitty Street,POINT(114.136585315525 22.2868299923426),1903,1904,999999,56
21720,Water Street,POINT(114.138865089141 22.2874519728889),1903,1904,999999,56
24242,Elkins Park,POINT(-75.1276482168865 40.0712501127446),1898,1999,,212
21721,Western Street,POINT(114.140775187951 22.2879676619595),1903,1904,999999,56
24243,Jenkintown-Wyncote,POINT(-75.1376637821234 40.0930519085323),1872,1872,,212
21722,Eastern Street,POINT(114.143807348597 22.2878688511391),1903,1904,999999,56
21723,Sutherland Street,POINT(114.14611850321 22.2877354949116),1903,1904,999999,56
24244,Noble,POINT(-75.1246517444249 40.1043390456055),1901,1901,,212
21724,Queen Street,POINT(114.14691620246 22.2876778622131),1903,1904,999999,56
24245,Rydal,POINT(-75.1107173132317 40.1073405817647),1888,1888,,212
21725,Connaught Road West,POINT(114.148739307053 22.2880494137381),1903,1904,999999,56
21726,Macau Ferry Terminal,POINT(114.149946329213 22.2877602584994),1903,1904,999999,56
24246,Meadowbrook,POINT(-75.0926190804883 40.1113339106557),1931,1931,,212
21727,Western Market Terminus,POINT(114.150759266738 22.2868783222467),1903,1904,999999,56
21709,Kennedy Town Terminus,POINT(114.126229677481 22.2829759269295),1903,1904,999999,56
24247,Bethayres,POINT(-75.0687214197463 40.1164782932758),1876,1876,,212
21728,Hillier Street,POINT(114.151907521498 22.2866049441382),1903,1904,999999,56
21729,Man Wah Lane,POINT(114.152897807072 22.2863346445445),1903,1904,999999,56
24248,Philmont,POINT(-75.0438212189797 40.1218613385075),1913,1913,,212
21730,Gilman Street,POINT(114.154743338652 22.2853964387471),1903,1904,999999,56
24249,Forest Hills,POINT(-75.020925240742 40.127808591342),1931,1931,,212
21731,Jubilee Street,POINT(114.155649480535 22.2846825632437),1903,1904,999999,56
21732,Pottinger Street,POINT(114.156660942728 22.283411637292),1903,1904,999999,56
24250,Somerton,POINT(-75.0120599186288 40.1306025852021),1931,1931,,212
21733,Pedder Street,POINT(114.15782483995 22.2819601723474),1903,1904,999999,56
24251,Trevose,POINT(-74.9827171184371 40.1401290181764),1888,1888,,212
21734,Ice House Street,POINT(114.158587771643 22.2810451541802),1903,1904,999999,56
21735,Bank Street,POINT(114.160011019792 22.2805609759566),1903,1904,999999,56
24252,Neshaminy Falls,POINT(-74.9620424549779 40.1468652331734),1888,1888,,212
21736,Murray Road,POINT(114.161751401741 22.2797670322944),1903,1904,999999,56
24253,Langhorne,POINT(-74.9130455200134 40.1606035188347),1881,1881,,212
21737,Cotton Tree Drive,POINT(114.163143095111 22.279046109731),1903,1904,999999,56
21738,Admiralty MTR Station,POINT(114.164474428516 22.2783381125328),1903,1904,999999,56
24254,Woodbourne,POINT(-74.8909503259619 40.1907758192417),1931,1931,,212
24231,Sant Joan,POINT(2.07694105715115 41.4904214640304),,1965,,14
21739,Arsenal Street,POINT(114.168313471074 22.2778162702041),1903,1904,999999,56
24239,Aldwych,POINT(-0.115571846490098 51.512104922367),1907,1907,1994,69
21740,Fenwick Street,POINT(114.170067021983 22.2772387748013),1903,1904,999999,56
21741,Gresson Street,POINT(114.170181741823 22.2771394263086),1903,1904,999999,56
21742,Luard Road,POINT(114.171995512881 22.2764408955022),1903,1904,999999,56
